CodEscolasAtendidas,Ano,UF,Municipio,EsferaGoverno,QtdEscolasAtendidas
2155257,2018,AM,URUCURITUBA,ADMINISTRAÇÃO,6
2155258,2018,AM,URUCURITUBA,ADMINISTRAÇÃO,29
2155259,2018,AP,AMAPA,ADMINISTRAÇÃO,7
2155260,2018,AP,AMAPA,ADMINISTRAÇÃO,15
2155261,2018,AP,CALCOENE,ADMINISTRAÇÃO,5
2155262,2018,AP,CALCOENE,ADMINISTRAÇÃO,16
2155263,2018,AP,CUTIAS,ADMINISTRAÇÃO,8
2155264,2018,AP,CUTIAS,ADMINISTRAÇÃO,13
2155265,2018,AP,FERREIRA GOMES,ADMINISTRAÇÃO,5
2155266,2018,AP,FERREIRA GOMES,ADMINISTRAÇÃO,9
2155267,2018,AP,ITAUBAL,ADMINISTRAÇÃO,8
2155268,2018,AP,LARANJAL DO JARI,ADMINISTRAÇÃO,40
2155269,2018,AP,LARANJAL DO JARI,ADMINISTRAÇÃO,26
2155270,2018,AP,LARANJAL DO JARI,PARTICULAR,1
2155271,2018,AP,MACAPA,ADMINISTRAÇÃO,167
2155272,2018,AP,MACAPA,ADMINISTRAÇÃO,80
2155273,2018,AP,MACAPA,PARTICULAR,6
2155274,2018,AP,MAZAGAO,ADMINISTRAÇÃO,20
2155275,2018,AP,MAZAGAO,ADMINISTRAÇÃO,52
2155276,2018,AP,MAZAGAO,PARTICULAR,2
2155277,2018,AP,OIAPOQUE,ADMINISTRAÇÃO,26
2155278,2018,AP,OIAPOQUE,ADMINISTRAÇÃO,21
2155279,2018,AP,PEDRA BRANCA DO AMAPARI,ADMINISTRAÇÃO,15
2155280,2018,AP,PEDRA BRANCA DO AMAPARI,ADMINISTRAÇÃO,11
2155281,2018,AP,PEDRA BRANCA DO AMAPARI,PARTICULAR,1
2155282,2018,AP,PORTO GRANDE,ADMINISTRAÇÃO,14
2155283,2018,AP,PORTO GRANDE,ADMINISTRAÇÃO,18
2155284,2018,AP,PRACUUBA,ADMINISTRAÇÃO,6
2155285,2018,AP,PRACUUBA,ADMINISTRAÇÃO,6
2155286,2018,AP,SANTANA,ADMINISTRAÇÃO,39
2155287,2018,AP,SANTANA,ADMINISTRAÇÃO,32
2155288,2018,AP,SANTANA,PARTICULAR,4
2155289,2018,AP,SERRA DO NAVIO,ADMINISTRAÇÃO,3
2155290,2018,AP,TARTARUGALZINHO,ADMINISTRAÇÃO,24
2155291,2018,AP,TARTARUGALZINHO,ADMINISTRAÇÃO,20
2155292,2018,AP,TARTARUGALZINHO,PARTICULAR,1
2155293,2018,AP,VITORIA DO JARI,ADMINISTRAÇÃO,3
2155294,2018,AP,VITORIA DO JARI,ADMINISTRAÇÃO,27
2155295,2018,AP,VITORIA DO JARI,PARTICULAR,1
2155296,2018,BA,ABAIRA,ADMINISTRAÇÃO,1
2155297,2018,BA,ABAIRA,ADMINISTRAÇÃO,6
2155298,2018,BA,ABARE,ADMINISTRAÇÃO,3
2155299,2018,BA,ABARE,ADMINISTRAÇÃO,27
2155300,2018,BA,ACAJUTIBA,ADMINISTRAÇÃO,1
2155301,2018,BA,ACAJUTIBA,ADMINISTRAÇÃO,23
2155302,2018,BA,ADUSTINA,ADMINISTRAÇÃO,1
2155303,2018,BA,ADUSTINA,ADMINISTRAÇÃO,8
2155304,2018,BA,AGUA FRIA,ADMINISTRAÇÃO,1
2155305,2018,BA,AGUA FRIA,ADMINISTRAÇÃO,24
2155306,2018,BA,AIQUARA,ADMINISTRAÇÃO,1
2155307,2018,BA,AIQUARA,ADMINISTRAÇÃO,6
2155308,2018,BA,ALAGOINHAS,ADMINISTRAÇÃO,16
2155309,2018,BA,ALAGOINHAS,ADMINISTRAÇÃO,79
2155310,2018,BA,ALAGOINHAS,PARTICULAR,3
2155311,2018,BA,ALCOBACA,ADMINISTRAÇÃO,2
2155312,2018,BA,ALCOBACA,ADMINISTRAÇÃO,36
2155313,2018,BA,ALCOBACA,PARTICULAR,1
2155314,2018,BA,ALMADINA,ADMINISTRAÇÃO,1
2155315,2018,BA,ALMADINA,ADMINISTRAÇÃO,11
2155316,2018,BA,AMARGOSA,ADMINISTRAÇÃO,4
2155317,2018,BA,AMARGOSA,ADMINISTRAÇÃO,35
2155318,2018,BA,AMARGOSA,PARTICULAR,1
2155319,2018,BA,AMELIA RODRIGUES,ADMINISTRAÇÃO,4
2155320,2018,BA,AMELIA RODRIGUES,ADMINISTRAÇÃO,26
2155321,2018,BA,AMELIA RODRIGUES,PARTICULAR,2
2155322,2018,BA,AMERICA DOURADA,ADMINISTRAÇÃO,1
2155323,2018,BA,AMERICA DOURADA,ADMINISTRAÇÃO,28
2155324,2018,BA,ANAGE,ADMINISTRAÇÃO,2
2155325,2018,BA,ANAGE,ADMINISTRAÇÃO,60
2155326,2018,BA,ANAGE,PARTICULAR,1
2155327,2018,BA,ANDARAI,ADMINISTRAÇÃO,2
2155328,2018,BA,ANDARAI,ADMINISTRAÇÃO,16
2155329,2018,BA,ANDORINHA,ADMINISTRAÇÃO,2
2155330,2018,BA,ANDORINHA,ADMINISTRAÇÃO,27
2155331,2018,BA,ANGICAL,ADMINISTRAÇÃO,1
2155332,2018,BA,ANGICAL,ADMINISTRAÇÃO,33
2155333,2018,BA,ANGICAL,PARTICULAR,1
2155334,2018,BA,ANGUERA,ADMINISTRAÇÃO,1
2155335,2018,BA,ANGUERA,ADMINISTRAÇÃO,11
2155336,2018,BA,ANTAS,ADMINISTRAÇÃO,1
2155337,2018,BA,ANTAS,ADMINISTRAÇÃO,21
2155338,2018,BA,ANTONIO CARDOSO,ADMINISTRAÇÃO,1
2155339,2018,BA,ANTONIO CARDOSO,ADMINISTRAÇÃO,27
2155340,2018,BA,ANTONIO GONCALVES,ADMINISTRAÇÃO,1
2155341,2018,BA,ANTONIO GONCALVES,ADMINISTRAÇÃO,25
2155342,2018,BA,ANTONIO GONCALVES,PARTICULAR,2
2155343,2018,BA,APORA,ADMINISTRAÇÃO,2
2155344,2018,BA,APORA,ADMINISTRAÇÃO,32
2155345,2018,BA,APUAREMA,ADMINISTRAÇÃO,1
2155346,2018,BA,APUAREMA,ADMINISTRAÇÃO,13
2155347,2018,BA,ARACAS,ADMINISTRAÇÃO,1
2155348,2018,BA,ARACAS,ADMINISTRAÇÃO,22
2155349,2018,BA,ARACATU,ADMINISTRAÇÃO,1
2155350,2018,BA,ARACATU,ADMINISTRAÇÃO,26
2155351,2018,BA,ARACI,ADMINISTRAÇÃO,3
2155352,2018,BA,ARACI,ADMINISTRAÇÃO,88
2155353,2018,BA,ARAMARI,ADMINISTRAÇÃO,1
2155354,2018,BA,ARAMARI,ADMINISTRAÇÃO,17
2155355,2018,BA,ARATACA,ADMINISTRAÇÃO,2
2155356,2018,BA,ARATACA,ADMINISTRAÇÃO,30
2155357,2018,BA,ARATUIPE,ADMINISTRAÇÃO,1
2155358,2018,BA,ARATUIPE,ADMINISTRAÇÃO,26
2155359,2018,BA,AURELINO LEAL,ADMINISTRAÇÃO,1
2155360,2018,BA,AURELINO LEAL,ADMINISTRAÇÃO,26
2155361,2018,BA,BAIANOPOLIS,ADMINISTRAÇÃO,2
2155362,2018,BA,BAIANOPOLIS,ADMINISTRAÇÃO,34
2155363,2018,BA,BAIXA GRANDE,ADMINISTRAÇÃO,2
2155364,2018,BA,BAIXA GRANDE,ADMINISTRAÇÃO,26
2155365,2018,BA,BANZAE,ADMINISTRAÇÃO,5
2155366,2018,BA,BANZAE,ADMINISTRAÇÃO,15
2155367,2018,BA,BARRA,ADMINISTRAÇÃO,5
2155368,2018,BA,BARRA,ADMINISTRAÇÃO,80
2155369,2018,BA,BARRA DA ESTIVA,ADMINISTRAÇÃO,2
2155370,2018,BA,BARRA DA ESTIVA,ADMINISTRAÇÃO,27
2155371,2018,BA,BARRA DO CHOCA,ADMINISTRAÇÃO,3
2155372,2018,BA,BARRA DO CHOCA,ADMINISTRAÇÃO,48
2155373,2018,BA,BARRA DO MENDES,ADMINISTRAÇÃO,1
2155374,2018,BA,BARRA DO MENDES,ADMINISTRAÇÃO,21
2155375,2018,BA,BARRA DO ROCHA,ADMINISTRAÇÃO,1
2155376,2018,BA,BARRA DO ROCHA,ADMINISTRAÇÃO,12
2155377,2018,BA,BARREIRAS,ADMINISTRAÇÃO,13
2155378,2018,BA,BARREIRAS,ADMINISTRAÇÃO,75
2155379,2018,BA,BARREIRAS,PARTICULAR,2
2155380,2018,BA,BARRO ALTO,ADMINISTRAÇÃO,1
2155381,2018,BA,BARRO ALTO,ADMINISTRAÇÃO,21
2155382,2018,BA,BARRO PRETO,ADMINISTRAÇÃO,1
2155383,2018,BA,BARRO PRETO,ADMINISTRAÇÃO,10
2155384,2018,BA,BARROCAS,ADMINISTRAÇÃO,1
2155385,2018,BA,BARROCAS,ADMINISTRAÇÃO,26
2155386,2018,BA,BELMONTE,ADMINISTRAÇÃO,1
2155387,2018,BA,BELMONTE,ADMINISTRAÇÃO,37
2155388,2018,BA,BELO CAMPO,ADMINISTRAÇÃO,1
2155389,2018,BA,BELO CAMPO,ADMINISTRAÇÃO,37
2155390,2018,BA,BIRITINGA,ADMINISTRAÇÃO,1
2155391,2018,BA,BIRITINGA,ADMINISTRAÇÃO,36
2155392,2018,BA,BOA NOVA,ADMINISTRAÇÃO,1
2155393,2018,BA,BOA NOVA,ADMINISTRAÇÃO,33
2155394,2018,BA,BOA VISTA DO TUPIM,ADMINISTRAÇÃO,4
2155395,2018,BA,BOA VISTA DO TUPIM,ADMINISTRAÇÃO,39
2155396,2018,BA,BOM JESUS DA LAPA,ADMINISTRAÇÃO,5
2155397,2018,BA,BOM JESUS DA LAPA,ADMINISTRAÇÃO,80
2155398,2018,BA,BOM JESUS DA LAPA,PARTICULAR,1
2155399,2018,BA,BOM JESUS DA SERRA,ADMINISTRAÇÃO,1
2155400,2018,BA,BOM JESUS DA SERRA,ADMINISTRAÇÃO,10
2155401,2018,BA,BONINAL,ADMINISTRAÇÃO,1
2155402,2018,BA,BONINAL,ADMINISTRAÇÃO,22
2155403,2018,BA,BONITO,ADMINISTRAÇÃO,1
2155404,2018,BA,BONITO,ADMINISTRAÇÃO,28
2155405,2018,BA,BOQUIRA,ADMINISTRAÇÃO,2
2155406,2018,BA,BOQUIRA,ADMINISTRAÇÃO,28
2155407,2018,BA,BOQUIRA,PARTICULAR,2
2155408,2018,BA,BOTUPORA,ADMINISTRAÇÃO,1
2155409,2018,BA,BOTUPORA,ADMINISTRAÇÃO,44
2155410,2018,BA,BOTUPORA,PARTICULAR,1
2155411,2018,BA,BREJOES,ADMINISTRAÇÃO,2
2155412,2018,BA,BREJOES,ADMINISTRAÇÃO,11
2155413,2018,BA,BREJOLANDIA,ADMINISTRAÇÃO,1
2155414,2018,BA,BREJOLANDIA,ADMINISTRAÇÃO,12
2155415,2018,BA,BREJOLANDIA,PARTICULAR,1
2155416,2018,BA,BROTAS DE MACAUBAS,ADMINISTRAÇÃO,1
2155417,2018,BA,BROTAS DE MACAUBAS,ADMINISTRAÇÃO,41
2155418,2018,BA,BROTAS DE MACAUBAS,PARTICULAR,1
2155419,2018,BA,BRUMADO,ADMINISTRAÇÃO,3
2155420,2018,BA,BRUMADO,ADMINISTRAÇÃO,29
2155421,2018,BA,BRUMADO,PARTICULAR,1
2155422,2018,BA,BUERAREMA,ADMINISTRAÇÃO,3
2155423,2018,BA,BUERAREMA,ADMINISTRAÇÃO,22
2155424,2018,BA,BURITIRAMA,ADMINISTRAÇÃO,1
2155425,2018,BA,BURITIRAMA,ADMINISTRAÇÃO,27
2155426,2018,BA,CAATIBA,ADMINISTRAÇÃO,1
2155427,2018,BA,CAATIBA,ADMINISTRAÇÃO,17
2155428,2018,BA,CABACEIRAS DO PARAGUACU,ADMINISTRAÇÃO,1
2155429,2018,BA,CABACEIRAS DO PARAGUACU,ADMINISTRAÇÃO,28
2155430,2018,BA,CACHOEIRA,ADMINISTRAÇÃO,6
2155431,2018,BA,CACHOEIRA,ADMINISTRAÇÃO,41
2155432,2018,BA,CACHOEIRA,PARTICULAR,2
2155433,2018,BA,CACULE,ADMINISTRAÇÃO,1
2155434,2018,BA,CACULE,ADMINISTRAÇÃO,16
2155435,2018,BA,CACULE,PARTICULAR,2
2155436,2018,BA,CAEM,ADMINISTRAÇÃO,1
2155437,2018,BA,CAEM,ADMINISTRAÇÃO,16
2155438,2018,BA,CAETANOS,ADMINISTRAÇÃO,1
2155439,2018,BA,CAETANOS,ADMINISTRAÇÃO,47
2155440,2018,BA,CAETITE,ADMINISTRAÇÃO,5
2155441,2018,BA,CAETITE,ADMINISTRAÇÃO,40
2155442,2018,BA,CAETITE,PARTICULAR,2
2155443,2018,BA,CAFARNAUM,ADMINISTRAÇÃO,1
2155444,2018,BA,CAFARNAUM,ADMINISTRAÇÃO,17
2155445,2018,BA,CAIRU,ADMINISTRAÇÃO,1
2155446,2018,BA,CAIRU,ADMINISTRAÇÃO,25
2155447,2018,BA,CALDEIRAO GRANDE,ADMINISTRAÇÃO,1
2155448,2018,BA,CALDEIRAO GRANDE,ADMINISTRAÇÃO,24
2155449,2018,BA,CAMACAN,ADMINISTRAÇÃO,2
2155450,2018,BA,CAMACAN,ADMINISTRAÇÃO,27
2155451,2018,BA,CAMACARI,ADMINISTRAÇÃO,12
2155452,2018,BA,CAMACARI,ADMINISTRAÇÃO,103
2155453,2018,BA,CAMACARI,PARTICULAR,15
2155454,2018,BA,CAMAMU,ADMINISTRAÇÃO,2
2155455,2018,BA,CAMAMU,ADMINISTRAÇÃO,86
2155456,2018,BA,CAMAMU,PARTICULAR,1
2155457,2018,BA,CAMPO ALEGRE DE LOURDES,ADMINISTRAÇÃO,2
2155458,2018,BA,CAMPO ALEGRE DE LOURDES,ADMINISTRAÇÃO,130
2155459,2018,BA,CAMPO FORMOSO,ADMINISTRAÇÃO,6
2155460,2018,BA,CAMPO FORMOSO,ADMINISTRAÇÃO,133
2155461,2018,BA,CANAPOLIS,ADMINISTRAÇÃO,1
2155462,2018,BA,CANAPOLIS,ADMINISTRAÇÃO,23
2155463,2018,BA,CANARANA,ADMINISTRAÇÃO,2
2155464,2018,BA,CANARANA,ADMINISTRAÇÃO,21
2155465,2018,BA,CANAVIEIRAS,ADMINISTRAÇÃO,2
2155466,2018,BA,CANAVIEIRAS,ADMINISTRAÇÃO,44
2155467,2018,BA,CANAVIEIRAS,PARTICULAR,1
2155468,2018,BA,CANDEAL,ADMINISTRAÇÃO,1
2155469,2018,BA,CANDEAL,ADMINISTRAÇÃO,15
2155470,2018,BA,CANDEIAS,ADMINISTRAÇÃO,7
2155471,2018,BA,CANDEIAS,ADMINISTRAÇÃO,63
2155472,2018,BA,CANDEIAS,PARTICULAR,2
2155473,2018,BA,CANDIBA,ADMINISTRAÇÃO,1
2155474,2018,BA,CANDIBA,ADMINISTRAÇÃO,7
2155475,2018,BA,CANDIDO SALES,ADMINISTRAÇÃO,3
2155476,2018,BA,CANDIDO SALES,ADMINISTRAÇÃO,46
2155477,2018,BA,CANSANCAO,ADMINISTRAÇÃO,3
2155478,2018,BA,CANSANCAO,ADMINISTRAÇÃO,40
2155479,2018,BA,CANUDOS,ADMINISTRAÇÃO,1
2155480,2018,BA,CANUDOS,ADMINISTRAÇÃO,12
2155481,2018,BA,CAPELA DO ALTO ALEGRE,ADMINISTRAÇÃO,1
2155482,2018,BA,CAPELA DO ALTO ALEGRE,ADMINISTRAÇÃO,8
2155483,2018,BA,CAPIM GROSSO,ADMINISTRAÇÃO,2
2155484,2018,BA,CAPIM GROSSO,ADMINISTRAÇÃO,30
2155485,2018,BA,CARAIBAS,ADMINISTRAÇÃO,1
2155486,2018,BA,CARAIBAS,ADMINISTRAÇÃO,7
2155487,2018,BA,CARAVELAS,ADMINISTRAÇÃO,1
2155488,2018,BA,CARAVELAS,ADMINISTRAÇÃO,28
2155489,2018,BA,CARAVELAS,PARTICULAR,1
2155490,2018,BA,CARDEAL DA SILVA,ADMINISTRAÇÃO,1
2155491,2018,BA,CARDEAL DA SILVA,ADMINISTRAÇÃO,10
2155492,2018,BA,CARINHANHA,ADMINISTRAÇÃO,1
2155493,2018,BA,CARINHANHA,ADMINISTRAÇÃO,31
2155494,2018,BA,CARINHANHA,PARTICULAR,1
2155495,2018,BA,CASA NOVA,ADMINISTRAÇÃO,5
2155496,2018,BA,CASA NOVA,ADMINISTRAÇÃO,176
2155497,2018,BA,CASTRO ALVES,ADMINISTRAÇÃO,1
2155498,2018,BA,CASTRO ALVES,ADMINISTRAÇÃO,30
2155499,2018,BA,CASTRO ALVES,PARTICULAR,1
2155500,2018,BA,CATOLANDIA,ADMINISTRAÇÃO,1
2155501,2018,BA,CATOLANDIA,ADMINISTRAÇÃO,9
2155502,2018,BA,CATU,ADMINISTRAÇÃO,5
2155503,2018,BA,CATU,ADMINISTRAÇÃO,40
2155504,2018,BA,CATU,PARTICULAR,3
2155505,2018,BA,CATURAMA,ADMINISTRAÇÃO,1
2155506,2018,BA,CATURAMA,ADMINISTRAÇÃO,18
2155507,2018,BA,CENTRAL,ADMINISTRAÇÃO,1
2155508,2018,BA,CENTRAL,ADMINISTRAÇÃO,29
2155509,2018,BA,CENTRAL,PARTICULAR,2
2155510,2018,BA,CHORROCHO,ADMINISTRAÇÃO,2
2155511,2018,BA,CHORROCHO,ADMINISTRAÇÃO,24
2155512,2018,BA,CICERO DANTAS,ADMINISTRAÇÃO,3
2155513,2018,BA,CICERO DANTAS,ADMINISTRAÇÃO,22
2155514,2018,BA,CICERO DANTAS,PARTICULAR,7
2155515,2018,BA,CIPO,ADMINISTRAÇÃO,2
2155516,2018,BA,CIPO,ADMINISTRAÇÃO,25
2155517,2018,BA,COARACI,ADMINISTRAÇÃO,1
2155518,2018,BA,COARACI,ADMINISTRAÇÃO,35
2155519,2018,BA,COCOS,ADMINISTRAÇÃO,1
2155520,2018,BA,COCOS,ADMINISTRAÇÃO,37
2155521,2018,BA,CONCEICAO DA FEIRA,ADMINISTRAÇÃO,2
2155522,2018,BA,CONCEICAO DA FEIRA,ADMINISTRAÇÃO,31
2155523,2018,BA,CONCEICAO DO ALMEIDA,ADMINISTRAÇÃO,1
2155524,2018,BA,CONCEICAO DO ALMEIDA,ADMINISTRAÇÃO,24
2155525,2018,BA,CONCEICAO DO COITE,ADMINISTRAÇÃO,12
2155526,2018,BA,CONCEICAO DO COITE,ADMINISTRAÇÃO,69
2155527,2018,BA,CONCEICAO DO JACUIPE,ADMINISTRAÇÃO,4
2155528,2018,BA,CONCEICAO DO JACUIPE,ADMINISTRAÇÃO,26
2155529,2018,BA,CONDE,ADMINISTRAÇÃO,2
2155530,2018,BA,CONDE,ADMINISTRAÇÃO,51
2155531,2018,BA,CONDEUBA,ADMINISTRAÇÃO,1
2155532,2018,BA,CONDEUBA,ADMINISTRAÇÃO,41
2155533,2018,BA,CONTENDAS DO SINCORA,ADMINISTRAÇÃO,1
2155534,2018,BA,CONTENDAS DO SINCORA,ADMINISTRAÇÃO,13
2155535,2018,BA,CORACAO DE MARIA,ADMINISTRAÇÃO,5
2155536,2018,BA,CORACAO DE MARIA,ADMINISTRAÇÃO,30
2155537,2018,BA,CORDEIROS,ADMINISTRAÇÃO,1
2155538,2018,BA,CORDEIROS,ADMINISTRAÇÃO,12
2155539,2018,BA,CORIBE,ADMINISTRAÇÃO,1
2155540,2018,BA,CORIBE,ADMINISTRAÇÃO,23
2155541,2018,BA,CORONEL JOAO SA,ADMINISTRAÇÃO,1
2155542,2018,BA,CORONEL JOAO SA,ADMINISTRAÇÃO,66
2155543,2018,BA,CORRENTINA,ADMINISTRAÇÃO,2
2155544,2018,BA,CORRENTINA,ADMINISTRAÇÃO,31
2155545,2018,BA,CORRENTINA,PARTICULAR,2
2155546,2018,BA,COTEGIPE,ADMINISTRAÇÃO,1
2155547,2018,BA,COTEGIPE,ADMINISTRAÇÃO,34
2155548,2018,BA,CRAVOLANDIA,ADMINISTRAÇÃO,1
2155549,2018,BA,CRAVOLANDIA,ADMINISTRAÇÃO,16
2155550,2018,BA,CRISOPOLIS,ADMINISTRAÇÃO,1
2155551,2018,BA,CRISOPOLIS,ADMINISTRAÇÃO,26
2155552,2018,BA,CRISTOPOLIS,ADMINISTRAÇÃO,1
2155553,2018,BA,CRISTOPOLIS,ADMINISTRAÇÃO,26
2155554,2018,BA,CRUZ DAS ALMAS,ADMINISTRAÇÃO,5
2155555,2018,BA,CRUZ DAS ALMAS,ADMINISTRAÇÃO,44
2155556,2018,BA,CRUZ DAS ALMAS,PARTICULAR,1
2155557,2018,BA,CURACA,ADMINISTRAÇÃO,5
2155558,2018,BA,CURACA,ADMINISTRAÇÃO,63
2155559,2018,BA,DARIO MEIRA,ADMINISTRAÇÃO,1
2155560,2018,BA,DARIO MEIRA,ADMINISTRAÇÃO,21
2155561,2018,BA,DIAS DAVILA,ADMINISTRAÇÃO,2
2155562,2018,BA,DIAS DAVILA,ADMINISTRAÇÃO,32
2155563,2018,BA,DIAS DAVILA,PARTICULAR,1
2155564,2018,BA,DOM BASILIO,ADMINISTRAÇÃO,1
2155565,2018,BA,DOM BASILIO,ADMINISTRAÇÃO,24
2155566,2018,BA,DOM MACEDO COSTA,ADMINISTRAÇÃO,1
2155567,2018,BA,DOM MACEDO COSTA,ADMINISTRAÇÃO,5
2155568,2018,BA,ELISIO MEDRADO,ADMINISTRAÇÃO,1
2155569,2018,BA,ELISIO MEDRADO,ADMINISTRAÇÃO,16
2155570,2018,BA,ENCRUZILHADA,ADMINISTRAÇÃO,2
2155571,2018,BA,ENCRUZILHADA,ADMINISTRAÇÃO,40
2155572,2018,BA,ENTRE RIOS,ADMINISTRAÇÃO,4
2155573,2018,BA,ENTRE RIOS,ADMINISTRAÇÃO,25
2155574,2018,BA,ENTRE RIOS,PARTICULAR,3
2155575,2018,BA,ERICO CARDOSO,ADMINISTRAÇÃO,1
2155576,2018,BA,ERICO CARDOSO,ADMINISTRAÇÃO,28
2155577,2018,BA,ESPLANADA,ADMINISTRAÇÃO,1
2155578,2018,BA,ESPLANADA,ADMINISTRAÇÃO,51
2155579,2018,BA,ESPLANADA,PARTICULAR,1
2155580,2018,BA,EUCLIDES DA CUNHA,ADMINISTRAÇÃO,4
2155581,2018,BA,EUCLIDES DA CUNHA,ADMINISTRAÇÃO,71
2155582,2018,BA,EUNAPOLIS,ADMINISTRAÇÃO,6
2155583,2018,BA,EUNAPOLIS,ADMINISTRAÇÃO,42
2155584,2018,BA,EUNAPOLIS,PARTICULAR,2
2155585,2018,BA,FATIMA,ADMINISTRAÇÃO,2
2155586,2018,BA,FATIMA,ADMINISTRAÇÃO,11
2155587,2018,BA,FEIRA DA MATA,ADMINISTRAÇÃO,1
2155588,2018,BA,FEIRA DA MATA,ADMINISTRAÇÃO,7
2155589,2018,BA,FEIRA DE SANTANA,ADMINISTRAÇÃO,73
2155590,2018,BA,FEIRA DE SANTANA,ADMINISTRAÇÃO,210
2155591,2018,BA,FEIRA DE SANTANA,PARTICULAR,1
2155592,2018,BA,FILADELFIA,ADMINISTRAÇÃO,1
2155593,2018,BA,FILADELFIA,ADMINISTRAÇÃO,20
2155594,2018,BA,FILADELFIA,PARTICULAR,1
2155595,2018,BA,FIRMINO ALVES,ADMINISTRAÇÃO,1
2155596,2018,BA,FIRMINO ALVES,ADMINISTRAÇÃO,7
2155597,2018,BA,FLORESTA AZUL,ADMINISTRAÇÃO,1
2155598,2018,BA,FLORESTA AZUL,ADMINISTRAÇÃO,15
2155599,2018,BA,FORMOSA DO RIO PRETO,ADMINISTRAÇÃO,2
2155600,2018,BA,FORMOSA DO RIO PRETO,ADMINISTRAÇÃO,48
2155601,2018,BA,GANDU,ADMINISTRAÇÃO,3
2155602,2018,BA,GANDU,ADMINISTRAÇÃO,35
2155603,2018,BA,GANDU,PARTICULAR,1
2155604,2018,BA,GAVIAO,ADMINISTRAÇÃO,1
2155605,2018,BA,GAVIAO,ADMINISTRAÇÃO,6
2155606,2018,BA,GENTIO DO OURO,ADMINISTRAÇÃO,1
2155607,2018,BA,GENTIO DO OURO,ADMINISTRAÇÃO,45
2155608,2018,BA,GLORIA,ADMINISTRAÇÃO,6
2155609,2018,BA,GLORIA,ADMINISTRAÇÃO,23
2155610,2018,BA,GONGOGI,ADMINISTRAÇÃO,1
2155611,2018,BA,GONGOGI,ADMINISTRAÇÃO,16
2155612,2018,BA,GOVERNADOR MANGABEIRA,ADMINISTRAÇÃO,2
2155613,2018,BA,GOVERNADOR MANGABEIRA,ADMINISTRAÇÃO,27
2155614,2018,BA,GOVERNADOR MANGABEIRA,PARTICULAR,1
2155615,2018,BA,GUAJERU,ADMINISTRAÇÃO,1
2155616,2018,BA,GUAJERU,ADMINISTRAÇÃO,5
2155617,2018,BA,GUANAMBI,ADMINISTRAÇÃO,6
2155618,2018,BA,GUANAMBI,ADMINISTRAÇÃO,34
2155619,2018,BA,GUANAMBI,PARTICULAR,1
2155620,2018,BA,GUARATINGA,ADMINISTRAÇÃO,1
2155621,2018,BA,GUARATINGA,ADMINISTRAÇÃO,35
2155622,2018,BA,GUARATINGA,PARTICULAR,1
2155623,2018,BA,HELIOPOLIS,ADMINISTRAÇÃO,1
2155624,2018,BA,HELIOPOLIS,ADMINISTRAÇÃO,18
2155625,2018,BA,IACU,ADMINISTRAÇÃO,1
2155626,2018,BA,IACU,ADMINISTRAÇÃO,53
2155627,2018,BA,IBIASSUCE,ADMINISTRAÇÃO,1
2155628,2018,BA,IBIASSUCE,ADMINISTRAÇÃO,11
2155629,2018,BA,IBICARAI,ADMINISTRAÇÃO,6
2155630,2018,BA,IBICARAI,ADMINISTRAÇÃO,21
2155631,2018,BA,IBICARAI,PARTICULAR,1
2155632,2018,BA,IBICOARA,ADMINISTRAÇÃO,2
2155633,2018,BA,IBICOARA,ADMINISTRAÇÃO,11
2155634,2018,BA,IBICUI,ADMINISTRAÇÃO,1
2155635,2018,BA,IBICUI,ADMINISTRAÇÃO,19
2155636,2018,BA,IBIPEBA,ADMINISTRAÇÃO,3
2155637,2018,BA,IBIPEBA,ADMINISTRAÇÃO,22
2155638,2018,BA,IBIPITANGA,ADMINISTRAÇÃO,1
2155639,2018,BA,IBIPITANGA,ADMINISTRAÇÃO,16
2155640,2018,BA,IBIQUERA,ADMINISTRAÇÃO,1
2155641,2018,BA,IBIQUERA,ADMINISTRAÇÃO,8
2155642,2018,BA,IBIRAPITANGA,ADMINISTRAÇÃO,2
2155643,2018,BA,IBIRAPITANGA,ADMINISTRAÇÃO,44
2155644,2018,BA,IBIRAPUA,ADMINISTRAÇÃO,1
2155645,2018,BA,IBIRAPUA,ADMINISTRAÇÃO,10
2155646,2018,BA,IBIRATAIA,ADMINISTRAÇÃO,2
2155647,2018,BA,IBIRATAIA,ADMINISTRAÇÃO,39
2155648,2018,BA,IBITIARA,ADMINISTRAÇÃO,2
2155649,2018,BA,IBITIARA,ADMINISTRAÇÃO,17
2155650,2018,BA,IBITITA,ADMINISTRAÇÃO,1
2155651,2018,BA,IBITITA,ADMINISTRAÇÃO,26
2155652,2018,BA,IBOTIRAMA,ADMINISTRAÇÃO,4
2155653,2018,BA,IBOTIRAMA,ADMINISTRAÇÃO,24
2155654,2018,BA,ICHU,ADMINISTRAÇÃO,2
2155655,2018,BA,ICHU,ADMINISTRAÇÃO,9
2155656,2018,BA,ICHU,PARTICULAR,1
2155657,2018,BA,IGAPORA,ADMINISTRAÇÃO,1
2155658,2018,BA,IGAPORA,ADMINISTRAÇÃO,14
2155659,2018,BA,IGRAPIUNA,ADMINISTRAÇÃO,1
2155660,2018,BA,IGRAPIUNA,ADMINISTRAÇÃO,49
2155661,2018,BA,IGRAPIUNA,PARTICULAR,1
2155662,2018,BA,IGUAI,ADMINISTRAÇÃO,1
